,ID,timestamp,checkpoint,mistakes,preparation,office_hours,semester
192,17830,2021-04-06 12:17:00,12,I did everything right I just didn't write down the equation of the tangent line,Write the equation of the tangent line,No,Sp21 - 001
193,96431,2021-05-07 21:12:00,12,"I submitted the wrong file, I emailed the right one to you that I did, if you could accept that, that would be great.",I will submit the right file as I know how to do it.,No,Sp21 - 001
194,44661,2021-05-08 11:25:00,12,I need to stop simplifying my algebra and instead plug in the points into the derived function when solving for dy/dx,"I'll remind myself not to simplify my algebra, because I was doing that in my practice problems in the past",No,Sp21 - 001
195,96431,2021-05-08 12:06:00,12,didnt find the slope with point given,will find slope with point given,No,Sp21 - 001
196,58151,2021-04-05 13:34:00,13,I took too many derivatives and did not stop at the correct time.,"I will check to make sure that the term does not equate to 0/0 or infinity/infinity and when it does, I will stop taking derivatives.",No,Sp21 - 001
197,13358,2021-04-06 20:27:00,13,I did not finish the entire problem as I left 1/infinity as the answer which turns to zero.,Look back at precious attempt and team activities to see what I should do better for the next one.,No,Sp21 - 001
198,29436,2021-04-19 11:02:00,13,I didn't quite understand 0/0 and I tried to do arithmetic with infinity.,Study and review El Hospitals rule,No,Sp21 - 001
199,98539,2021-04-25 21:29:00,13,I didn't simplify the 2nd function correctly. I should have converted it to a quotient.,I will make sure to properly set up the function in the correct simplest way in order to do to correct derivative. I will check for ways to simplify the function into a form where I can easily apply a derivative rule.,No,Sp21 - 001
200,78555,2021-04-26 11:43:00,13,"the scan I uploaded was very bright and made it difficult to read, I also didn't check if the function/limit was an intermediate before using L'Hopitals rule.",use a darker pen this time :) and review L'Hopitals rule.,No,Sp21 - 001
201,58151,2021-04-27 13:31:00,13,I did not fully understand the rule and did not use it correctly.,I have looked at the book and done some practice to prepare for this reattempt.,No,Sp21 - 001
202,31085,2021-04-29 14:37:00,13,"I understand how to do the first one, I just made a mistake in my multiplication. For the second one I did not know to move it to the denominator. Then after that it was easy.",Met with Ex. tutor who walked me through it and explained it to me. I feel confident about this check point now.,No,Sp21 - 001
203,46516,2021-05-02 12:32:00,13,I took the derivative of the ln(4w^2) wrong and it messed up my final value,I have already looked at the indeterminate form and l'hopital's rule again because I didn't remember perfectly. I will also try some more ln derivative practice problems because that is what messed me up.,No,Sp21 - 001
204,62783,2021-05-02 16:54:00,13,"I accidentally used l'hopital's rule when it only works for division, and I mistook a square for a cube in the function's denominator. Other than this, I had a good understanding of what the question was asking me","I want to take a deeper look at l'hopital's rule to gain more confidence and understanding in how to use it, and I know there are some extra problems with it that I can do as well",No,Sp21 - 001
205,31085,2021-05-06 08:43:00,13,"First, the ln(x) really through me for a loop in both problems. Then in the second one I did't make a denominator.",I am going to meet with a tutor today and with Dr. Ford too.,No,Sp21 - 001
206,31085,2021-05-06 14:06:00,13,I didn't know how to do the ln(x) and move it to the denominator.,I met with the tutor again.,No,Sp21 - 001
207,18832,2021-05-07 11:32:00,13,"I didn't rewrite the second part as a quotient, so it should've been 1/2ze^z.",I'll just be more careful when I'm writing out the final answer. I need to look more carefully at the small details and pay more attention to them.,No,Sp21 - 001
208,38687,2021-04-09 12:20:00,13,I missed on the quotient for L' Hospitals rule.,"Look at videos, do some of the extra problems for the L' Hospitals rules you posted, and look at some videos.",No,Sp21 - 001
209,38687,2021-04-19 08:33:00,13,I had incorrect derivatives in part 1.,Have a meeting with professor Ford.,Yes,Sp21 - 001
210,44661,2021-04-14 10:56:00,13,"(3) I should have remembered that because I was using the limit definition that I needed to write the limit when I analyzed the problem.
 (4) I mixed the idea that temperature is equal to the function of f(q) which means that Temperature will change because it is dependent on the change of the function.
 (6) I did not really understand that a function of xis continuous at x=a if f has a limit as x approaches a and is equal to its function value at x=a and that the function of f(x)=f(a) as the limit of f approaches x
 (11) I wasn't familiarized with the derivative of log_a(x) (which=1/xlna) and the tangent (= sec^2)
 (12) I found the slope but forgot to plug it back in to determine the equation of the tangent line
 (13)I forgot that the derivative of a constant being added or subtracted to x is 0, which gave me the wrong denominator and I should have written the second limit as a quotient by writing it as a positive exponent instead.","For each of the attempts I will make sure to run through the ""cheat"" sheets and rewatch the videos attached to Moodle to make sure I understand each of these checkpoints correctly. I will also double check with the Calc tutors if I have any questions.",No,Sp21 - 001
211,18832,2021-05-08 12:46:00,13,"I appear to have done the work correctly, but I neglected to take the limit after I applied the rule, which was the entire point of applying the rule in the first place.",I'm going to make sure that I've answered all questions before I submit the checkpoint and make sure that I fulfilled the requirements of what the checkpoint was asking.,No,Sp21 - 001
212,47088,2021-04-05 08:01:00,14,I misunderstood the entire thing. I thought I knew before I started my attempt,I reread and watched some khan academy.,No,Sp21 - 001
213,57725,2021-04-09 08:07:00,14,I need to find out how to find critical points other than looking at the graph and find out the increasing and decreasing intervals.,I will book an office hours with Dr. Ford,Yes,Sp21 - 001
214,57725,2021-04-10 11:29:00,14,I found the critical points by using desmos not by calculating it and I didn't specify decreasing and increasing intervals,I had an office hour with Dr Ford,No,Sp21 - 001
215,16144,2021-04-13 16:05:00,14,I simplified my critical points and didn't write out the exact intervals which the function increased or decreased at.,I'm going to find the critical points in some problems.,No,Sp21 - 001
216,29436,2021-04-19 11:01:00,14,"I didn't quite understand the 0/0 part, and I tried to do arithmetic with infinity.",Study and review El Hostpital rule,No,Sp21 - 001
217,29436,2021-04-19 11:03:00,14,I didn't provide the calculations for the first derivative test I just did it on my calculator,Provide the calculations this time,No,Sp21 - 001
218,16144,2021-04-26 09:35:00,14,"When I was writing my intervals, I split the increasing and decreasing intervals into multiple sections instead of just writing three intervals","Now I understand that I should just write where the intervals are increasing and decreasing, and I won't just write the intervals based on my test points.",No,Sp21 - 001
219,96431,2021-04-26 11:28:00,14,I did not use the quadratic formula,I will use the quadratic formula to solve for the values,No,Sp21 - 001
220,78555,2021-04-26 11:49:00,14,didn't show my work to find the critical values used or properly show how it was increasing or decreasing.,"show my work this time, review the necessary material in the book and on Moodle",No,Sp21 - 001
221,18832,2021-04-27 20:16:00,14,"It seems that my misunderstanding of this particular checkpoint was identifying the specific intervals where the function was increasing or decreasing. I might need help understanding if I'm supposed to use a different format that a number line, like if I should do negative infinity to -.197 is positive, and -1.96 to 2.53 is negative, and so on.","I will review my notes and visit an office hour to clear up what I misunderstood from this particular checkpoint and how I can change what I did to do it the way I was asked to. Office hour has already been booked, so I didn't book it through here.",No,Sp21 - 001
222,32314,2021-04-29 13:24:00,14,"10: Did not apply product rule to the numerator of function. 
 14: Was not able to fully explain how to use derivative test to prove maxes and mins",Worked through both of the problems again and went to Tutors and talked to Dr. Ford to get explanation and double check that my rework made sense.,No,Sp21 - 001
223,31085,2021-04-29 14:57:00,14,I did not know at all how to solve for the critical points. I knew I was supposed to set it to 0 but nothing other than that. That meant I could not do the rest of the problems and was just guessing.,I met with ex. tutor and they showed me how to solve for x. And helped me with the second derivative test. I could do the first one without guidance.,No,Sp21 - 001
224,83943,2021-04-30 11:54:00,14,,,,Sp21 - 001
225,44661,2021-05-04 09:32:00,14,,,,Sp21 - 001
226,18832,2021-05-07 11:45:00,14,"I found all critical and inflection points, but I didn't actually perform the first or second derivative test in order to find the min or max, I actually just found the inflection points, which is when you find the zeroes of the second derivative, and I think the second derivative test is when you actually just plug in numbers into the second derivative and put them in a table and see where the graph is increasing and decreasing.",I'm going to go back quickly and look at the second derivative test and make sure that I understand it correctly now.,No,Sp21 - 001
227,77508,2021-04-11 14:50:00,14,"On checkpoint 10 I messed up the basic derivative in the denominator, should be fine otherwise, in checkpoint 12 I screwed up simplification and the product rule, and in checkpoint 14 I messed up with switching signs and simplification/algebra, I think I need a bit more understanding of critical values.",I will look at your videos posted to moodle and try some practice problems. This is different because I typically only read the book to refresh my memory from my previous experience of calc in high school.,Yes,Sp21 - 001
228,68658,2021-04-04 21:43:00,14,Im not sure if i turned it in correctly,I will reread the chapter and look over past activities,No,Sp21 - 001
229,68658,2021-04-09 08:08:00,14,How to make the equation a quotient,watched videos and the lecture helped,No,Sp21 - 001
230,38687,2021-04-09 12:22:00,14,for some reason I'm very confused with this.,"Talk to professor Ford, and ask for examples, and look at notes as well as videos.",Yes,Sp21 - 001
231,58151,2021-04-12 23:25:00,14,"I was not clear enough with my labels including what test I used, and where it is increasing and decreasing.",I will be sure to label everything and make sure that I show all of the necessary steps in my work.,No,Sp21 - 001
232,96431,2021-05-07 21:13:00,14,I didnt test where the points are positive and negative,I will check my work,No,Sp21 - 001
233,44661,2021-05-08 01:15:00,14,"14: Made an algebraic mistake by trying to take out a 6 instead of doing a quadratic formula immediately
 19: I didn't correctly find the area of the first part because I left out everything under the x-axis and in the second part I did not calculate the heights which I should have done by evaluating each endpoint with the function.",I will run through practice problems and watch some teaching/ walkthrough videos,No,Sp21 - 001
234,96431,2021-05-08 12:07:00,14,I didnt explain which test I used,I will explain which test I used,No,Sp21 - 001
235,18832,2021-05-08 12:47:00,14,"What I did incorrectly was that I used the inflection points to describe where the graph was increasing and decreasing, but I didn't show my work for them, and I was actually supposed to just use the critical values for that.",I'm going to use the critical values next time and then graph the function to make sure that my answers are correct. I will show all work next time too.,No,Sp21 - 001
236,19343,2021-04-13 09:52:00,15,understood the problem but made mistakes on taking a 2nd derivative,I have looked over the rules for the chain rule again and more specifically taking the der of the (e^x),No,Sp21 - 001
237,13358,2021-04-14 19:41:00,15,I miscalculated the second derivative by making an algebraic mistake.,I'll reattempt the same checkpoint until I get it right and then look back at the team activities for the problems.,No,Sp21 - 001
238,29436,2021-04-19 11:07:00,15,I was confused on a part of the problem and I knew it wasn't right so I didn't submit anything. I know what I did wrong and what to do now I just messed up the CN,Review the material. It will be different because I know what I did wrong.,No,Sp21 - 001
239,17830,2021-04-22 19:28:00,15,I incorrectly calculated e^0. I also didn't need to find the critical points in order to find inflection points,I will look through the book and familiarize myself with the material,No,Sp21 - 001
240,14772,2021-04-24 16:12:00,15,I used brackets instead of parentheses on a range that included infinity.,I will look again at rules surrounding use of brackets and parentheses.,No,Sp21 - 001
241,98539,2021-04-25 21:39:00,15,I forgot to include the concavity of of f'' when f''=0,I will remember to check both derivatives.,No,Sp21 - 001
242,78555,2021-04-26 11:59:00,15,made a calculation error in the first derivative,"review last attempt, feel pretty comfortable with this section.",No,Sp21 - 001
243,18832,2021-04-27 20:18:00,15,"My misunderstanding of this particular checkpoint was that I calculated the first derivative in order to find the concavity, and I was supposed to use the second derivative, so that threw it off a bit.",I will review concavity and first and second derivates in order to understand their relationship before I do the checkpoint again.,No,Sp21 - 001
244,58151,2021-04-28 21:06:00,15,I am not using the product rule correctly.,I will go back and study the different rules like the product rule.,No,Sp21 - 001
245,31085,2021-04-29 15:31:00,15,I only went to the first derivative and then solved when I should have gone to the second derivative and solved there.,I met with ex. tutor they showed me where I messed up but otherwise I know how to do it.,No,Sp21 - 001
246,83943,2021-04-30 11:54:00,15,,,,Sp21 - 001
247,78555,2021-04-30 19:35:00,15,I accidentally took the first derivative wrong,"review previous attempt, study necessary materials on Moodle and in textbook",No,Sp21 - 001
248,46516,2021-05-05 15:18:00,15,When trying to find the inflection point using the second derivative test I set the second derivative = 0 but I didn't solve it right. I thought that 0 was the value that made f''(x)=0,"Like the others I have reviewed the text to make sure that I understand the derivative tests, as well as doing some practice problems on khan academy",No,Sp21 - 001
249,96431,2021-05-05 17:45:00,15,I did not do the second derivative,I will do the second derivative,Yes,Sp21 - 001
250,62783,2021-05-05 18:59:00,15,"in these problems, I didn't show well enough how I found the points that I did (I used desmos), and I thought that I had found the second derivative, but I was wrong","I'm going to have a friend who is also in this class help me review, and I'm also going to watch videos and go over assignments from this unit to help!",No,Sp21 - 001
251,18832,2021-05-07 11:50:00,15,"So, I found the inflection points and I understood where they were concave up or down, but I neglected to list like if those specific points where concave up or down, I just drew a graph.","I need to read questions more carefully and answer them to their fullest extent. Considering that I keep making the same mistakes, I need to take more time to closely review my answers and make sure I respond to all of the questions before I submit my answers.",No,Sp21 - 001
252,68658,2021-04-08 18:36:00,15,How to find the inflection point and the label the intervals,Reread the section and watch a few videos,No,Sp21 - 001
253,38687,2021-04-19 08:35:00,15,my derivatives were wrong.,Book a meeting with Professor Ford.,Yes,Sp21 - 001
254,38687,2021-04-19 08:36:00,15,my derivatives were wrong.,Book a meeting with Professor Ford.,Yes,Sp21 - 001
255,96431,2021-05-07 21:15:00,15,i didn't solve for the second derivative to be 0,I will solve for 0,No,Sp21 - 001
256,18832,2021-05-08 12:49:00,15,"So what I did wrong here was that I used the chain rule incorrectly and didn't use the product rule, I think I kind of combined them when I did it, so my arithmetic ended up super different than what the correct answer would have been.",I've reworked the problem and used the advice that was left in the comment of why I didn't pass the checkpoint. I will look over the product rule and chain rule again to make sure I get it right this time.,No,Sp21 - 001
257,97692,2021-04-14 19:12:00,16,"I got the answer correct, but instead of plugging the critical points and the interval points into the function to find the absolute maximum and minimum, I just looked at the graph.","This time, I will plug the values into the function instead of using the graph the find the absolute maximum and minimum.",No,Sp21 - 001
258,57725,2021-04-18 18:19:00,16,I didn't show my work on how I got the critical points in which I had used the quadratic formula,I will indicate that i used the quadratic formula to get my critical values,No,Sp21 - 001
259,16144,2021-04-19 10:19:00,16,"When I was finding the critical numbers, I included -7 when I shouldn't've because it isn't a critical number since it isn't on the interval (-6,2)",I will be more careful when I determine which critical numbers are which.,No,Sp21 - 001
260,29436,2021-04-19 11:09:00,16,"I got the correct answer, but I didn't show the work for f'(x) = 0 because I did it on my calculator",I will show my work this time and explain more. It is different becuase I didn't show my work last time.,No,Sp21 - 001
261,57725,2021-04-19 13:38:00,16,I didn't show my work to get cvs in which I used the quadratic forumla,I will indicate where and how i get my critical values,Yes,Sp21 - 001
262,75683,2021-04-27 15:01:00,16,i didn't show how I used the theorem and didn't state the critical points. I just showed where the absolute minimum and maximum were,practice more problems from the book and look through past examples rather than just winging it.,No,Sp21 - 001
263,18832,2021-04-27 20:30:00,16,"I'm actually a little confused on what I did wrong here because I did evaluate the endpoints, but neither of them were the min or max. I think what I misunderstood was the maximum because I had to look at the maximum within the range.",I will also be asking questions regarding this revision during office hours because I'd like to have my mistake cleared up before I attempt it again. Office hours have been booked preemptively.,No,Sp21 - 001
264,29436,2021-04-28 12:03:00,16,"I found the correct critical numbers, however one of them wasn't on the interval and I did not realize.",I will make sure to double check to see if any of the critical numbers I get aren't on the interval.,No,Sp21 - 001
265,31085,2021-04-29 15:43:00,16,I got everything right except for I did not include a critical point. Even though it was outside the interval.,I met with ex. tutor and Dr. Ford. I almost had it and will be ready the next time.,No,Sp21 - 001
266,83943,2021-04-30 11:54:00,16,,,,Sp21 - 001
267,58151,2021-05-03 20:07:00,16,This time I did not calculate the critical points of the function.,I reread my notes about critical points as well as looked at the book and reread helpful sections.,No,Sp21 - 001
268,26815,2021-05-04 16:06:00,16,"I made a really stupid arithmetic mistake when taking the first derivative which affected my critical points. I should have gotten 120 instead of 3600 for my last value. The critical points would then be 0,4, and 2.5 which I could've evaluated then by putting the values into f(x) to determine the absolute max and min values.",Re-attempted the problem and got the correct critical points,No,Sp21 - 001
269,96431,2021-05-05 17:47:00,16,I set each term in the polynomial equal to zero rather than the factor,I will set the factor equal to zero,No,Sp21 - 001
270,68658,2021-04-12 12:39:00,16,Found with graph,re try last question without graph,No,Sp21 - 001
271,19343,2021-04-20 10:35:00,17,"had messy and confusing work, was not completely sure of how to go about the problem",looked over the optimization part of the textbook,No,Sp21 - 001
272,77508,2021-04-25 18:11:00,17,"Logic for starters, then optimization and how to do different types of problems within optimization.","I will look at examples and videos explaining how to do optimization. This preparation shouldn't be too different than previous revisions, just tailored to optimization.",Yes,Sp21 - 001
273,98539,2021-04-25 22:03:00,17,I didn't make clear how I knew that the slope value was a minimum.,I will plug in the values to solve for the variables to make sure I know which values correspond to the minimum and maximum.,Yes,Sp21 - 001
274,13358,2021-04-26 13:22:00,17,"I solved for the area correctly I believe, but did not show the maximum correctly. I thought by showing the areas around the maximum would be efficient.",Look back at the checkpoint I missed and redo what I did wrong. Also look at the team activities that cover the topic.,No,Sp21 - 001
275,38687,2021-04-26 15:59:00,17,"I didn't start the right way, I was supposed to start with the function for surface area on checkpoint 17. For checkpoint 18, I my values should go in after the derivative. So I needed to start by differentiating the the Pythagorean theorem.","I will look more closely in the videos, do some extra problems and read in the book to understand it better.",Yes,Sp21 - 001
276,16144,2021-04-26 16:08:00,17,I didn't understand what I needed to optimize so I just wrote what I remembered about finding applied optimization and put down a lot of random stuff.,I'm going to do more practice problems right now.,No,Sp21 - 001
277,78555,2021-04-26 17:59:00,17,I completely forgot about the bottom circle when solving the problem.,"slow down and read the question next time, review previous attempt.",No,Sp21 - 001
278,68658,2021-04-28 15:29:00,17,mixed up numbers in constraint,"watch videos, ask friends for tutoring",No,Sp21 - 001
279,44661,2021-05-04 09:32:00,17,"6: I believe I had an algebra error that caused the left and right side of the limits to not agree. Additionally, I should have written the rapid increase of the critical point differently because it look too much like a vertical line
 12: I should have plugged the derivative (which was the slope) into the point slop formula
 14: I should have differentiated the function before trying to determine the critical point. I did not understand that the critical point is where r'(t)=0
 17: I should have used a different equation (1=sqrt((w/2)^2+(l/2)^2)) to demonstrate the diameter of the circle instead of the equation I used, where I assumed that the diagonal went straight through the circle.",Meet with the professor to talk through clarifications on where I went wrong and visit the tutors for extra clarification,Yes,Sp21 - 001
280,31085,2021-05-04 11:02:00,17,I almost had this problem I added instead of multiplied right at the start which threw off everything after that.,I reviewed the problem I know what I did wrong and think I can do the next one.,No,Sp21 - 001
281,96431,2021-05-05 17:48:00,17,I didn't prove that it was a maximum,I will go all the way through the problem,No,Sp21 - 001
282,44661,2021-05-06 01:20:00,17,"23: Did not properly read the question and forgot to add net change
 24: Forgot to add +C to each of the antiderivatives
 17: I need to use a different equation for the diameter of the circle because I can't assume it crosses the middle",I will make sure to remember all components and take time to read the question as well as watch some YouTube videos and practice more before taking the checkpoints again,No,Sp21 - 001
283,57725,2021-05-06 08:07:00,17,I didn't multiply the area of each face by the cost rather than the length of the sides.,I have already done office hours and have worked through a couple more examples already.,No,Sp21 - 001
284,68658,2021-04-15 13:26:00,17,ran out of time and struggles with the derivative of a sqrt,Look over materials and do some practice optimization question on moodle,No,Sp21 - 001
285,13358,2021-04-26 13:29:00,18,I did not show my work correctly. I didn't show the implicit derivatives for how I got the change in rate.,Redo the problem correctly and then look back at the team activities to find out exactly how to do it.,No,Sp21 - 001
286,38687,2021-04-26 15:59:00,18,"I didn't start the right way, I was supposed to start with the function for surface area on checkpoint 17. For checkpoint 18, I my values should go in after the derivative. So I needed to start by differentiating the the Pythagorean theorem.","I will look more closely in the videos, do some extra problems and read in the book to understand it better.",Yes,Sp21 - 001
287,18832,2021-04-27 20:39:00,18,"The feedback on my checkpoint asked how x relates to the height of the rocket, and that relationship is described as, as the height of the rocket increases, so does x, because the distance horizontally between where the rocket was launched and where the person was standing is constant, so the hypotenuse can be found by taking the square root of the height of the rocket squared plus the distance between where the rocket was launched and where the person was standing squared. Instead of using implicit derivates, I just plugged in the numbers and estimated, which is not what I was supposed to do.","I'm also going to ask about this at office hours, but in the meantime I will look at how to calculate the implicit derivative and how to apply it to situations.",No,Sp21 - 001
288,75683,2021-05-01 11:40:00,18,"the kite isn't just flying up, you are also moving horizontally when the kite is moving up",make sure I read the questions and get all the components go the problem. I also will practice more problems like this,No,Sp21 - 001
289,26815,2021-05-05 14:19:00,18,Didn't show how I got the number values I did. The implicit derivative that was used to get the numbers was by differentiating with respect to time to get C'=AA'+BB'/2C,Practiced more related rates problems from the webwork,No,Sp21 - 001
290,13358,2021-05-05 19:14:00,18,"I did not start with the implicit derivative. I came to the right answer, but had it written wrong.",I will go over the definition of implicit derivative and it’s application.,No,Sp21 - 001
291,62783,2021-05-05 19:14:00,18,"I think that this checkpoint was one of the most challenging for me. I took notes on related rates but the problems were still difficult! I used the knowledge I have from physics and tried using the Pythagorean theorem to get the rates for speed, but I should have tried going over the reading again.","I want to go back into the reading and go over it a few more times, to help it stick. I also want to take new notes on this unit, as related rates were hard but I think that new notes will help clear up some confusions I had during this unit.",No,Sp21 - 001
292,57725,2021-05-06 08:09:00,18,I didn't take an implicit derivative to relate their rates of change.,I have already done office hours and have worked through a couple more examples already.,No,Sp21 - 001
293,18832,2021-05-07 11:55:00,18,"This is one of the harder topics for me, but from what I understand, I need to draw a better picture and label variables in order to understand the rate at which they're going away from each other. I know how fast both are going, now I just need to find the relationship between the two in order to understand the rate at which the distance between them is increasing.",I'm going to do some practice problems that are on the Moodle page before I reattempt this.,No,Sp21 - 001
294,96431,2021-05-05 17:49:00,18,I didn't include variables,I will include variables into my equation,No,Sp21 - 001
295,88009,2021-04-29 19:14:00,19,I misinterpreted the prompt and didn't correctly apply Riemann sums.,I will educate myself more on Riemann sums by watching a video along with re-reading about it in the textbook.,No,Sp21 - 001
296,98539,2021-04-29 21:57:00,19,"Dumb interval mistake, I read it as [-2,0] so I graphed the wrong interval for the first question.",double check the interval lol,No,Sp21 - 001
297,29436,2021-04-30 19:49:00,19,I tried to do the problem but ended up getting confused. I have studied now and I figured out what I have done wrong. I would like to try again.,I will study the material and I now know what I did wrong.,No,Sp21 - 001
298,58151,2021-05-03 08:32:00,19,I forgot to multiply the height of the rectangles by the width to get the areas of the rectangles.,I will actually do the multiplication required to do this question correctly.,No,Sp21 - 001
299,38687,2021-05-03 16:24:00,19,I didn’t finish everything I needed to finish.,Look at some videos and ask for help.,No,Sp21 - 001
300,46516,2021-05-05 15:25:00,19,When finding the value of the areas of the Riemann sums I was scaling the width of them all to the length as if they were squares for some reason when they should have all remained the same width.,I think that I should just do practice problems because these aren't that complex. Extra practice is probably the most beneficial thing to do.,No,Sp21 - 001
301,68658,2021-04-23 18:12:00,19,Used both left and right computations for Riemann sum,Reread chapter,No,Sp21 - 001
302,96431,2021-05-05 17:51:00,19,I didn't use riemann's sum,I will use riemann's sum to find the solution,No,Sp21 - 001
303,44661,2021-05-08 01:15:00,19,"14: Made an algebraic mistake by trying to take out a 6 instead of doing a quadratic formula immediately
 19: I didn't correctly find the area of the first part because I left out everything under the x-axis and in the second part I did not calculate the heights which I should have done by evaluating each endpoint with the function.",I will run through practice problems and watch some teaching/ walkthrough videos,No,Sp21 - 001
304,83943,2021-05-05 16:12:00,20,"Checkpoint 6 I just misunderstood what I wrote down in my notebook about jumps and holes which have nothing to do with a function to be continuous. 
 Checkpoint 20 I was just confused on what some of the specific parts of the definite integral meant.","I read through the text book and my notes to make sure I understood what continuity means and what makes a function to be continuous. We also talked through the parts of the definite integral in class a couple days ago, so my confusion for some of the parts has been clarified.",No,Sp21 - 001
305,36585,2021-04-28 09:39:00,20,I did not fully explain every part of the definite integral.,I will read the book more thoroughly and watch some additional videos about this topic.,No,Sp21 - 001
306,38687,2021-05-02 12:44:00,20,"on checkpoint 20, I didn't explain everything I needed to explain. I missed the rectangles in the pictures. On checkpoint 22 I did too much, I should've just simplified it.","I will read more carefully in the textbook, so I can understand it better. I will probably have a meeting with the professor as well.",Yes,Sp21 - 001
307,78555,2021-05-02 16:46:00,20,I didn't explain what the sigma notation means,"explain sigma notation in my next attempt, review sigma notation",No,Sp21 - 001
308,57725,2021-05-02 21:58:00,20,"I didn't fully describe what f(xi) and Δx measure geometrically, I explained their defenition straight up",I am going to review with Dr. Ford,Yes,Sp21 - 001
309,68658,2021-05-03 08:25:00,20,Didn't define delta x or f(x),We went over this problem in class,No,Sp21 - 001
310,26815,2021-05-03 09:02:00,20,"I didn't include the meaning of the last part of the definition. I should have included information regarding what the change in x means, which is the width of the rectangles, and f(x) which is the height of the rectangles used to calculate the area under the curve.",Listened to you explain the meaning,No,Sp21 - 001
311,19343,2021-05-03 09:06:00,20,did not fully answer,"went over the problem in class, so now I have better understanding",No,Sp21 - 001
312,58151,2021-05-03 16:19:00,20,I did not understand the real meanings of every term in the definite integral formula.,"I have looked in the book, and your explanation in class helped me understand exactly what I am solving for.",No,Sp21 - 001
313,75683,2021-05-05 09:51:00,20,I didn't completely explain the entire ruction and what everything is/ measures. I also didn't incorporate a and b,look at the text book and find what everything measure and each part of the equation to be prepared if i get that question again.,No,Sp21 - 001
314,62252,2021-05-05 21:46:00,20,I did not follow to question correctly when asked for the geometric measure of the equation.,I will make sure to ask the geometric measure of the equation.,No,Sp21 - 001
315,19343,2021-05-05 22:39:00,20,did not fully answer the question,went over it in class and now I understand it better,No,Sp21 - 001
316,31085,2021-05-06 08:51:00,20,I did not know what dx meant.,I reviewed the notes and videos in Moodle and I think it means solving with respect to x,No,Sp21 - 001
317,13358,2021-05-07 13:07:00,20,"I misunderstood that I had to fully describe what the geometry was. I thought that by describing the area would be enough, but I should have gone into more detail.",I will look back at the definition of a definite integral and figure out the true meaning. Will also look back at team activities to better understand.,No,Sp21 - 001
318,96431,2021-05-05 17:51:00,20,I used a derivative,I will review the notes posted in moodle,No,Sp21 - 001
319,96431,2021-05-08 12:08:00,20,didn't explain the areas computed,will explain the areas computed,No,Sp21 - 001
320,36585,2021-05-02 09:53:00,21,I did not realize the function stated at y=1 not y=0 so I missed the rectangle at the bottom.,I will make sure to look at both axis and look over my notes from this section.,No,Sp21 - 001
321,88009,2021-05-02 10:57:00,21,I failed determine the definite integral of the rectangle present in the problem.,I review determining the definite integral through watching more videos and re-reading the textbook section.,No,Sp21 - 001
322,38687,2021-05-02 12:44:00,21,"on checkpoint 20, I didn't explain everything I needed to explain. I missed the rectangles in the pictures. On checkpoint 22 I did too much, I should've just simplified it.","I will read more carefully in the textbook, so I can understand it better. I will probably have a meeting with the professor as well.",Yes,Sp21 - 001
323,17830,2021-05-02 20:35:00,21,I didn't add the area of the rectangle to my calculations.,Pay closer attention to the graph.,No,Sp21 - 001
324,26815,2021-05-03 09:36:00,21,I had an arithmetic error and meant to put -22 instead of -32 when combining the integrals. I also left out part of the area that was underneath the curve when calculating it via geometry.,I reread the section and practiced problems of evaluating integrals given information of others.,No,Sp21 - 001
325,29436,2021-05-05 18:38:00,21,"I needed to compute the area of the rectangle and the triangle, and I should have made a sketch to help me.",Make a sketch and review the material,No,Sp21 - 001
326,96431,2021-05-08 01:44:00,21,I missed the deadline,can I get it opened up,No,Sp21 - 001
327,68658,2021-04-27 20:33:00,22,didn't simplify equations,"watch videos, and correct checkpoint mistakes",No,Sp21 - 001
328,88009,2021-05-02 10:59:00,22,I didn't simplify the first problem and I also used the wrong rule.,I will review the fundamental theorem of calculus through watching videos with example problems.,No,Sp21 - 001
329,38687,2021-05-02 12:44:00,22,"on checkpoint 20, I didn't explain everything I needed to explain. I missed the rectangles in the pictures. On checkpoint 22 I did too much, I should've just simplified it.","I will read more carefully in the textbook, so I can understand it better. I will probably have a meeting with the professor as well.",Yes,Sp21 - 001
330,57725,2021-05-02 22:00:00,22,I didn't show my work clearly,I will meet with Dr Ford.,Yes,Sp21 - 001
331,31085,2021-05-06 09:11:00,22,I messed up on problem 3 I just saw 1/x and thought ln(x),Today in class I saw anti derivative problems I think I understand how to do it now.,No,Sp21 - 001
332,18832,2021-05-07 12:00:00,22,"I didn't consider the fact that there is no quotient rule for the antiderivative, so if I were to simplify the expression first and then solve, it should be a lot easier to find the antiderivative.","I think that I was prepared, and I just forgot that rule, so this time around I'll be sure to remember that there is no quotient rule for the antiderivative.",No,Sp21 - 001
333,29436,2021-05-07 18:01:00,22,"I accidentally only took the antiderivative for one part of the equation, and I should have simplified the algebra first.",I will sharpen my antiderivative skills and simplify the equation first using agebra.,No,Sp21 - 001
334,96431,2021-05-07 21:16:00,22,"I believe I did it right, you did not tell me anything wrong I did",I can do it again if needed,No,Sp21 - 001
335,68658,2021-04-27 20:31:00,23,Forgot to make general,watch videos and review group work,No,Sp21 - 001
336,77508,2021-04-30 14:45:00,23,I did not add a + C to the end of a general antiderviative.,I will remember to add + C and use my knowledge that helped me complete the checkpoint originally.,No,Sp21 - 001
